time:,theta,dTheta,thetaError
0.0,0.0,0.0,0.0
0.01,-0.00014681051476845845,-0.02901844997056886,0.00014681051476845845
0.02,-0.000585109148584373,-0.057720995218405347,0.000585109148584373
0.03,-0.0013117226249985665,-0.08611106551333553,0.0013117226249985665
0.04,-0.002323512051714653,-0.11419203874615425,0.002323512051714653
0.05,-0.003617372364367264,-0.14196723459849514,0.003617372364367264
0.060000000000000005,-0.005190231708006693,-0.16943990853586122,0.005190231708006693
0.07,-0.0070390507595019525,-0.19661324611360056,0.0070390507595019525
0.08,-0.009160821993973112,-0.2234903575860199,0.009160821993973112
0.09,-0.011552568898266844,-0.2500742728092567,0.011552568898266844
0.09999999999999999,-0.014211345134396678,-0.2763679364289614,0.014211345134396678
0.10999999999999999,-0.017134233655781112,-0.3023742033442923,0.017134233655781112
0.11999999999999998,-0.020318345779029467,-0.32809583444017115,0.020318345779029467
0.12999999999999998,-0.023760820213945946,-0.35353549258020717,0.023760820213945946
0.13999999999999999,-0.027458822054348565,-0.3786957388531442,0.027458822054348565
0.15,-0.03140954173222894,-0.4035790290661459,0.03140954173222894
0.16,-0.03561019393771452,-0.4281877104786805,0.03561019393771452
0.17,-0.0400580165072334,-0.4525240187712099,0.0400580165072334
0.18000000000000002,-0.044750269282225905,-0.4765900752433292,0.044750269282225905
0.19000000000000003,-0.049684232940695384,-0.5003878842364278,0.049684232940695384
0.20000000000000004,-0.054857207803842456,-0.523919330776366,0.054857207803842456
0.21000000000000005,-0.06026651261998381,-0.5471861784320587,0.06026651261998381
0.22000000000000006,-0.06590948332791749,-0.570190067386271,0.06590948332791749
0.23000000000000007,-0.07178347180186062,-0.5929325127152869,0.07178347180186062
0.24000000000000007,-0.07788584458005406,-0.6154149028745007,0.07788584458005406
0.25000000000000006,-0.08421398157909998,-0.6376384983873117,0.08421398157909998
0.26000000000000006,-0.09076527479607494,-0.6596044307350446,0.09076527479607494
0.2700000000000001,-0.09753712700043686,-0.6813137014459328,0.09753712700043686
0.2800000000000001,-0.10452695041773014,-0.7027671813814885,0.10452695041773014
0.2900000000000001,-0.11173216540707294,-0.7239656102188657,0.11173216540707294
0.3000000000000001,-0.11915019913440142,-0.7449095961280731,0.11915019913440142
0.3100000000000001,-0.1267784842434341,-0.7655996156431243,0.1267784842434341
0.3200000000000001,-0.13461445752631127,-0.7860360137264326,0.13461445752631127
0.3300000000000001,-0.1426555585958578,-0.8062190040259258,0.1426555585958578
0.34000000000000014,-0.15089922856141522,-0.8261486693245437,0.15089922856141522
0.35000000000000014,-0.15934290871018422,-0.8458249621818983,0.15934290871018422
0.36000000000000015,-0.1679840391960176,-0.8652477057680095,0.1679840391960176
0.37000000000000016,-0.17682005773760384,-0.8844165948891005,0.17682005773760384
0.38000000000000017,-0.1858483983279815,-0.903331197205515,0.1858483983279815
0.3900000000000002,-0.1950664899573255,-0.9219909546418478,0.1950664899573255
0.4000000000000002,-0.20447175535094628,-0.940395184989388,0.20447175535094628
0.4100000000000002,-0.21406160972444555,-0.9585430837009633,0.21406160972444555
0.4200000000000002,-0.2238334595579711,-0.976433725878223,0.2238334595579711
0.4300000000000002,-0.23378470139151636,-0.9940660684513346,0.23378470139151636
0.4400000000000002,-0.24391272064320424,-1.011438952550951,0.24391272064320424
0.45000000000000023,-0.2542148904524992,-1.0285511060722068,0.2542148904524992
0.46000000000000024,-0.26468857055028344,-1.045401146430314,0.26468857055028344
0.47000000000000025,-0.275331106157729,-1.0619875835071735,0.275331106157729
0.48000000000000026,-0.2861398269158935,-1.0783088227881976,0.2861398269158935
0.49000000000000027,-0.29711204584795203,-1.09436316868829,0.29711204584795203
0.5000000000000002,-0.30824505835597266,-1.1101488280656986,0.30824505835597266
0.5100000000000002,-0.31953614125412466,-1.1256639139221467,0.31953614125412466
0.5200000000000002,-0.33098255184018893,-1.140906449287312,0.33098255184018893
0.5300000000000002,-0.3425815270072257,-1.155874371285458,0.3425815270072257
0.5400000000000003,-0.35433028239722186,-1.1705655353815811,0.35433028239722186
0.5500000000000003,-0.36622601159852014,-1.184977719804102,0.36622601159852014
0.5600000000000003,-0.37826588538879474,-1.199108630140715,0.37826588538879474
0.5700000000000003,-0.39044705102530347,-1.212955904103586,0.39044705102530347
0.5800000000000003,-0.4027666315841055,-1.2265171164596473,0.4027666315841055
0.5900000000000003,-0.41522172534988955,-1.239789784121289,0.41522172534988955
0.6000000000000003,-0.4278094052580072,-1.2527713713922706,0.4278094052580072
0.6100000000000003,-0.44052671839024843,-1.2654592953631898,0.44052671839024843
0.6200000000000003,-0.45337068552584314,-1.2778509314503568,0.45337068552584314
0.6300000000000003,-0.46633830074909965,-1.2899436190714375,0.46633830074909965
0.6400000000000003,-0.4794265311150297,-1.3017346674506818,0.4794265311150297
0.6500000000000004,-0.4926323163742279,-1.3132213615460908,0.4926323163742279
0.6600000000000004,-0.5059525687581956,-1.3244009680903348,0.5059525687581956
0.6700000000000004,-0.5193841728262197,-1.3352707417367367,0.5193841728262197
0.6800000000000004,-0.5329239853748144,-1.3458279313011363,0.5329239853748144
0.6900000000000004,-0.5465688354106523,-1.3560697860899504,0.5465688354106523
0.7000000000000004,-0.5603155241877983,-1.3659935623042556,0.5603155241877983
0.7100000000000004,-0.5741608253099685,-1.3755965295092716,0.5741608253099685
0.7200000000000004,-0.5881014848984113,-1.3848759771581307,0.5881014848984113
