x:,y,phi,dx,dy,dphi,wLeft,wRight,time
3.883944306184076,3.3752430607065858,1.1835577458935715,0.16405600784214908,0.4022651153232577,3.096455560790168,2.021983325481415,6.666666666666666,2.0000000000000004
